Metagene 1,Metagene 2,Metagene 3,Metagene 4,Metagene 5,Metagene 6,Cluster
0.0,0.7728868967515399,0.0,0.02975393117462611,0.08734504101803324,0.002094402933818813,0
0.3533814598073329,0.4972956096693699,0.011920441476667994,0.06746395105835892,0.05863729008517969,0.0,6
0.4819084884591886,0.5567565814536818,0.14462536026191955,0.02269180804122785,0.02593098545943816,0.0,6
0.0,0.0,0.06338859072442454,0.3178214663835844,1.2195204926373249,0.007732152341752182,2
0.0,0.0507303687579531,1.4938387592386098,0.1671367184881098,0.0824921224578637,0.10423253625675209,3
0.05784485902238882,0.04866410483650091,1.3726211170944753,0.022174003806974485,0.18954747534789307,0.15366705005185283,3
0.32738793184832105,0.4845622718751753,0.0,0.20920020583953164,0.0,0.06889807166288496,6
0.08590927481544101,0.6056356315746517,0.09538754335023548,0.03570977812606043,0.35920825072960205,0.14069676498096761,0
0.022806768230084946,0.1276908576082532,0.12633043187426654,0.800489367606602,1.0008335890614253,0.0,4
0.05055893425615132,0.7491338684672351,0.0,0.0,0.1297140229790667,0.0,0
0.32876316575783976,0.6024943915668969,0.0031691854919992063,0.19906932708058817,0.0,0.0,6
0.18399257804695687,0.0,0.07906179922480798,0.5675625729147837,0.0,0.9196690226701476,1
0.11382748850894166,0.20003777349977966,0.0,0.0,1.069725636647059,0.0,2
0.012292590291591375,0.752444800795549,0.0,0.0,0.1875245300701088,0.0,0
0.0,0.0,1.5289141724977318,0.06882466389953333,0.0,0.0,3
0.23556214236563452,0.37654579104643465,0.07126937117529378,0.0,0.2721344117390637,0.20390021820835946,6
0.19037849477446875,0.7136790410653455,0.0,0.15621992533399948,0.07343908422444317,0.0,0
0.03215868375984598,0.05094860418338224,1.4705569203705127,0.04240297380284656,0.09031739341139236,0.0,3
0.15495179126154604,0.4893920899908566,0.0,0.2097541362042022,0.0231698843139104,0.5423910761137589,6
0.007863400575785894,0.0,0.10006827087625135,0.3146075142816454,1.287018018618028,0.04038310631290634,2
0.0,0.0223681756333066,1.533649048060794,0.2509187523135844,0.08380263726321477,0.0,3
0.13939004526250937,0.8234706078760857,0.0,0.3008146377676372,0.07984355622765932,0.0,0
0.009329068858457974,0.08674183096300314,0.10143558496812645,1.1932427630800886,0.8474555568031149,0.06441555208871844,4
0.15111564634176633,0.8327638579057253,0.0,0.3275534455650066,0.01579095700070944,0.0,0
0.06796092069948399,0.0,0.04010756762659576,0.369297611133748,1.1934201737874204,0.07824376620403789,2
0.028802290182158533,0.7578549443573228,0.0,0.0,0.04534635069069107,0.02467973652552644,0
0.0,0.04405352239097988,0.0,0.3346526592114764,0.0,0.8161518876547129,1
0.0487913850767864,0.7537465403607373,0.0,0.0,0.15207878291406038,0.0,0
0.09449241880656532,0.14045821486241253,0.0,0.3627897133465172,0.26682208416597547,0.5762268749892803,1
0.03927087553572719,0.5562540898306092,0.0,0.0,0.06555799472419153,0.30393010505891577,0
0.0,0.7182193815409926,0.040148043859266416,0.12037169781899397,0.11284716768531113,0.06066767879584204,0
0.20457301503096634,0.4838938009643096,0.11054222699256945,0.14560619644194434,0.005749331124209592,0.13756545353524538,6
0.0,0.12231335507840528,0.10323982437152883,0.4028818923592649,0.10857096540754374,0.8601540516620393,1
0.0,0.01086844371831262,0.0,0.680720100506984,1.0248596180234153,0.030826213116332327,4
0.1380532346289194,0.4637319346686323,0.0,0.39184831468244213,0.021826723622855173,0.4069967922054667,6
0.45787511489600996,0.600588036653473,0.0,0.4516343662369837,0.007056994546609968,0.0,6
0.16300709345054334,0.18394444430073906,0.05049409416146437,0.0,0.7350370473521597,0.21503440023003592,2
0.04588220308651389,0.14407046706058946,0.11882504406483763,0.4086068292158069,0.10269628371564772,0.7478951813239298,1
0.3383945977093249,0.0,0.02542920182070529,0.0,0.18619505865916572,0.7619243962902789,5
0.10489978717537812,0.0585223932785634,0.005177046616964855,0.21565655661580557,0.06131655409106615,1.0101753905497746,1
0.3206347424472403,0.5423225369965163,0.057312025997935126,0.46516243971044774,0.0,0.07133217902060299,6
0.2910437439296557,0.5611785039092813,0.15708535878411942,0.558800508606554,0.03260570409761042,0.12156750727979665,6
0.33512351793512624,0.06943714720483665,0.08264409878843734,0.3107572261146934,0.07592087418664775,0.7723433503716198,5
0.1704143487371296,0.0911974721858357,0.0,0.0,0.0023729182514072617,0.9540795492539177,1
0.0,0.7590289787887152,0.0,0.0,0.20508296430709796,0.020250637036138396,0
0.4925668753865146,0.48441550363937796,0.11195553826718053,0.23412686463859436,0.04873230627942947,0.0,6
0.4623242579824848,0.40235982973376716,0.0,0.0,0.19536807355081115,0.018455128922028264,6
0.0,0.0,0.0,0.855841689709593,1.0007780367893417,0.0,4
0.6334755453987259,0.3081333712445852,0.19089321055331016,0.43052197490251953,0.001465195656300514,0.1826590876973146,6
0.0553248017560398,0.7876769387481705,0.0,0.13518720629428826,0.0,0.02122309357808809,0
0.0025596362003734306,0.015259798930193741,0.31484950724548105,0.43150075546021743,0.14648335423129194,0.967603183226928,1
0.4863968018743174,0.44311596462425257,0.04722158862548346,0.14904760273227144,0.030001162332631677,0.07109885311396633,6
0.0,0.7335081960602438,0.0,0.0,0.11912610439367641,0.0,0
0.05011260302987838,0.12951249502376566,0.23373050183618052,0.34734087521800994,0.09422701231387343,0.6659579812464508,1
0.0,0.6745302927725031,0.020259594894917694,0.0,0.10178420782755188,0.0983210255963397,0
0.0,0.6478688915804804,0.0,0.0,0.03873217634409175,0.0,0
0.01473035487566106,0.04669074883694279,1.4866357910829975,0.023602737601154496,0.12485104455969136,0.0,3
0.008076449085164188,0.7728201186344403,0.06141577364954295,0.0,0.0,0.07296917028077696,0
0.050593687477778544,0.2943507036620931,0.009281479125444627,0.2010913127743646,0.13248754517348976,0.4412250161861862,6
0.13760556317046455,0.02999028641160227,0.025385736826506727,0.2115180395711989,1.198450229433061,0.0,2
0.0,0.5110309480661386,0.0,0.135992271608144,0.0,0.38956241327837027,0
0.29888462411032285,0.4050998055554815,0.022927483498280398,0.5555810414536015,0.34693489500716673,0.28957251047177673,6
0.4617758423492034,0.43714905428844153,0.09883122334299571,0.15952848955431034,0.11099562814171669,0.0,6
0.04198617992702016,0.5143209196591423,0.0,0.0,0.0,0.3117836484419253,0
0.0,0.010351280952454394,1.4574265984371013,0.21408164528509693,0.0,0.0,3
0.0,0.03426076170968876,0.0,0.0,1.2315745297266536,0.0,2
0.041278353996327725,0.028374666614921232,0.0,0.0,1.2549482983423021,0.0,2
0.0,0.8351654921168906,0.0,0.06953809905839237,0.08054314395907362,0.0,0
0.0,0.8186445897105054,0.0,0.040250464178237244,0.037489685521451946,0.0,0
0.0,0.01679194362837919,1.4986167907840038,0.015469691032895269,0.05869420533438755,0.08433246589708253,3
0.026992827560904594,0.7996928029187639,0.0,0.16916790946461605,0.0,0.043864253936348296,0
0.06420124086864835,0.0,1.2776742403171408,0.18149533147836075,0.13773608001916005,0.2007555529445885,3
0.0,0.7326610698470963,0.0,0.0,0.03501351058064239,0.0,0
0.12086880222106763,0.7832177404381707,0.0,0.0,0.05547867034927993,0.015725739949832562,0
0.0,0.0,0.1202927868698974,0.3102719241453341,0.0,1.0094077702173188,1
0.04390973291388958,0.08332469742089495,0.0,0.0,1.2076603507974568,0.012428594054018796,2
0.1587195199032366,0.1080228325962817,0.1316144605072644,0.777698387409231,0.0,0.7700334431338701,1
0.0,0.0,0.0,0.9756794074912497,0.8692996480507096,0.0,4
0.0,0.0,0.11969146888691437,0.34198973891273293,0.03532711888554684,1.0108070481461977,1
0.017228183108671514,0.776339598463897,0.0,0.0,0.04626607175543534,0.11754124912170422,0
0.05374110754054272,0.7347325406478186,0.0,0.12968259910025942,0.0,0.19856269350940675,0
0.23881658003875764,0.5845562699764063,0.005028517274988973,0.5171711905182399,0.0,0.07662527299795717,6
0.27306052558633426,0.6673278663023652,0.0,0.21207491760910957,0.0,0.004097916840010801,6
0.3823276343332435,0.5433853109965042,0.032338285202924096,0.05649532831655032,0.1157567354229563,0.0,6
0.23323820498655437,0.6365400531394152,0.0,0.2642152234773578,0.1601421475423706,0.06343252049075046,6
0.06922770243441369,0.02786284282620988,0.05366722583756093,0.5810161789877681,0.0,1.010087062718371,1
0.09273747065482918,0.01666150024352362,0.06823579123351795,0.01810327103144775,1.3391135807718297,0.0,2
0.11553025183324585,0.6132137455426722,0.0,0.0,0.12939352505751303,0.1727899797170168,0
0.10735315023596557,0.043444134642004625,0.0,0.0,1.210999899828376,0.07053248661913648,2
0.14813459335505355,0.26523933694203233,0.10866195495098867,0.5380406459214231,0.04045201643968331,0.4006790855608282,6
0.5208310429856083,0.15564699048245959,0.021596303625540672,0.42899134278789103,0.0611451050889367,0.45419170199955516,5
0.035111092527921814,0.048050059175916045,0.028472157161647187,0.26261710519106585,1.2107793852530349,0.0,2
0.5457228149966952,0.0379078224884531,0.05622042053499006,0.3184232541245033,0.28804508502321235,0.7086161124983092,5
